datetime,feelslike,precip,precipcover,windspeed,day_length
2017-01-01,3.800,8.976,12.500,20.300,7.936
2017-01-02,0.900,2.000,4.170,15.400,7.956
2017-01-03,-1.000,0.001,4.170,20.200,7.978
2017-01-04,2.500,0.000,0.000,17.600,8.002
2017-01-05,2.200,0.000,0.000,7.400,8.027
2017-01-06,1.800,1.002,8.330,16.400,8.054
2017-01-07,7.800,2.214,12.500,15.600,8.082
2017-01-08,8.900,0.201,4.170,7.900,8.113
2017-01-09,6.000,3.395,16.670,23.500,8.144
2017-01-10,4.100,1.986,4.170,17.200,8.177
2017-01-11,6.400,0.000,0.000,27.800,8.211
2017-01-12,1.900,16.969,8.330,24.400,8.247
2017-01-13,-1.300,2.598,8.330,33.500,8.284
2017-01-14,-0.900,0.404,8.330,17.600,8.322
2017-01-15,3.400,5.407,12.500,15.900,8.362
2017-01-16,4.300,3.409,12.500,8.400,8.403
2017-01-17,2.700,0.000,0.000,8.200,8.445
2017-01-18,1.100,0.000,0.000,15.100,8.488
2017-01-19,2.300,0.000,0.000,12.500,8.533
2017-01-20,1.300,0.001,4.170,16.700,8.578
2017-01-21,0.000,0.000,0.000,15.000,8.624
2017-01-22,0.400,0.000,0.000,6.900,8.672
2017-01-23,0.600,0.199,8.330,6.400,8.721
2017-01-24,3.300,0.001,4.170,11.500,8.770
2017-01-25,0.000,0.001,4.170,11.300,8.820
2017-01-26,-3.400,0.000,0.000,13.000,8.871
2017-01-27,0.800,0.000,0.000,17.100,8.923
2017-01-28,4.900,0.202,12.500,22.700,8.976
2017-01-29,4.100,4.002,12.500,19.800,9.030
2017-01-30,6.300,9.000,4.170,15.500,9.084
2017-01-31,4.300,0.601,8.330,17.900,9.139
2017-02-01,10.100,7.990,8.330,23.700,9.195
2017-02-02,10.800,0.211,12.500,27.600,9.251
2017-02-03,6.900,0.816,12.500,37.200,9.308
2017-02-04,4.600,1.606,8.330,13.400,9.366
2017-02-05,3.000,0.207,12.500,16.600,9.424
2017-02-06,3.400,0.000,0.000,17.300,9.482
2017-02-07,6.400,6.204,8.330,15.200,9.542
2017-02-08,2.800,0.000,0.000,13.600,9.601
2017-02-09,-0.900,0.000,0.000,17.300,9.661
2017-02-10,-1.400,0.401,16.670,15.900,9.722
2017-02-11,-1.400,1.001,12.500,15.500,9.783
2017-02-12,-0.100,0.602,8.330,22.100,9.844
2017-02-13,2.400,0.000,0.000,26.800,9.906
2017-02-14,5.500,0.000,0.000,16.300,9.968
2017-02-15,8.400,1.010,4.170,22.500,10.030
2017-02-16,7.500,0.200,8.330,18.600,10.093
2017-02-17,8.400,0.199,4.170,15.600,10.156
2017-02-18,6.700,0.000,0.000,13.900,10.219
2017-02-19,7.400,0.000,0.000,18.000,10.283
2017-02-20,12.600,0.198,4.170,27.400,10.346
2017-02-21,11.800,0.008,8.330,26.300,10.410
2017-02-22,12.200,0.001,4.170,33.600,10.474
2017-02-23,8.700,0.809,8.330,56.400,10.539
2017-02-24,3.800,0.000,0.000,20.800,10.603
2017-02-25,6.400,0.602,4.170,27.900,10.668
2017-02-26,10.300,1.199,8.330,34.200,10.733
2017-02-27,4.300,11.784,16.670,29.200,10.798
2017-02-28,1.500,1.796,8.330,32.300,10.863
2017-03-01,4.500,0.400,16.670,37.600,10.929
2017-03-02,5.100,0.402,4.170,39.300,10.994
2017-03-03,7.200,2.007,4.170,17.500,11.059
2017-03-04,7.600,1.217,12.500,26.900,11.126
2017-03-05,4.600,5.001,12.500,31.600,11.191
2017-03-06,5.700,1.005,4.170,26.000,11.257
2017-03-07,5.700,0.199,4.170,18.500,11.323
2017-03-08,10.100,2.984,8.330,23.800,11.389
2017-03-09,12.900,0.000,0.000,23.400,11.455
2017-03-10,9.000,0.000,0.000,15.300,11.521
2017-03-11,13.100,0.000,0.000,11.000,11.587
2017-03-12,11.600,0.804,8.330,13.700,11.654
2017-03-13,10.900,0.000,0.000,16.700,11.720
2017-03-14,10.700,0.000,0.000,21.100,11.786
2017-03-15,12.100,0.000,0.000,11.600,11.852
2017-03-16,9.500,0.001,4.170,20.500,11.918
2017-03-17,8.000,0.000,0.000,36.400,11.984
2017-03-18,12.600,0.797,8.330,32.500,12.051
2017-03-19,13.100,0.000,0.000,38.000,12.117
2017-03-20,10.500,3.185,12.500,32.600,12.183
2017-03-21,6.000,0.001,4.170,29.800,12.250
2017-03-22,5.000,3.009,8.330,26.700,12.316
2017-03-23,7.300,4.198,8.330,31.500,12.382
2017-03-24,6.900,0.000,0.000,25.000,12.448
2017-03-25,8.300,0.000,0.000,28.600,12.514
2017-03-26,8.600,0.000,0.000,24.700,12.581
2017-03-27,8.900,0.000,0.000,16.200,12.646
2017-03-28,10.700,0.000,0.000,26.200,12.713
2017-03-29,13.200,0.200,4.170,24.300,12.778
2017-03-30,16.100,0.000,0.000,24.600,12.844
2017-03-31,13.900,0.000,0.000,28.700,12.910
2017-04-01,12.200,0.010,4.170,21.200,12.976
2017-04-02,11.400,0.000,0.000,11.300,13.041
2017-04-03,11.700,0.000,0.000,21.300,13.107
2017-04-04,11.600,0.005,8.330,15.000,13.172
2017-04-05,10.500,0.000,0.000,16.300,13.238
2017-04-06,12.000,0.000,0.000,11.700,13.303
2017-04-07,12.300,0.000,0.000,10.500,13.368
2017-04-08,13.600,0.000,0.000,13.000,13.433
2017-04-09,16.100,0.000,0.000,26.700,13.498
2017-04-10,11.600,0.000,0.000,20.700,13.562
2017-04-11,11.000,0.000,0.000,18.500,13.627
2017-04-12,10.700,0.000,0.000,26.100,13.691
2017-04-13,10.400,0.000,0.000,17.700,13.755
2017-04-14,11.600,0.000,0.000,23.300,13.819
2017-04-15,12.000,0.000,0.000,21.700,13.883
2017-04-16,10.500,0.000,0.000,22.600,13.946
2017-04-17,9.500,0.202,8.330,16.400,14.010
2017-04-18,7.400,0.000,0.000,20.700,14.073
2017-04-19,8.200,0.000,0.000,11.900,14.136
2017-04-20,10.400,0.000,0.000,17.900,14.198
2017-04-21,12.500,0.000,0.000,15.800,14.261
2017-04-22,11.700,0.000,0.000,14.600,14.323
2017-04-23,11.000,0.000,0.000,15.300,14.384
2017-04-24,9.600,0.397,4.170,20.300,14.446
2017-04-25,4.100,0.000,0.000,20.400,14.507
2017-04-26,3.600,1.000,8.330,23.500,14.567
2017-04-27,5.800,0.797,4.170,18.600,14.628
2017-04-28,10.000,0.001,4.170,11.400,14.688
2017-04-29,11.100,0.000,0.000,20.900,14.747
2017-04-30,13.500,0.000,0.000,28.400,14.806
2017-05-01,10.400,0.613,12.500,18.200,14.865
2017-05-02,11.800,0.002,4.170,16.300,14.923
2017-05-03,8.700,0.402,12.500,18.900,14.981
2017-05-04,11.000,0.199,8.330,21.300,15.038
2017-05-05,10.900,0.000,0.000,30.400,15.095
2017-05-06,12.200,0.000,0.000,22.800,15.151
2017-05-07,11.700,0.000,0.000,14.500,15.206
2017-05-08,8.900,0.000,0.000,21.800,15.261
2017-05-09,9.400,0.000,0.000,14.100,15.316
2017-05-10,11.600,0.000,0.000,15.800,15.369
2017-05-11,13.700,0.001,4.170,19.000,15.422
2017-05-12,14.900,1.006,12.500,24.600,15.474
2017-05-13,14.300,0.004,8.330,26.200,15.526
2017-05-14,14.800,0.619,12.500,22.100,15.577
2017-05-15,14.400,0.802,8.330,24.800,15.627
2017-05-16,18.800,0.398,4.170,28.500,15.676
2017-05-17,15.900,7.910,16.670,15.600,15.724
2017-05-18,12.500,9.971,8.330,12.300,15.771
2017-05-19,11.700,7.211,12.500,17.100,15.818
2017-05-20,12.000,0.799,12.500,25.200,15.863
2017-05-21,14.900,0.002,4.170,17.500,15.908
2017-05-22,18.200,0.000,0.000,20.400,15.951
2017-05-23,16.900,0.000,0.000,15.100,15.994
2017-05-24,19.800,0.000,0.000,11.000,16.035
2017-05-25,20.000,0.000,0.000,20.200,16.075
2017-05-26,20.400,0.000,0.000,23.700,16.114
2017-05-27,19.300,0.000,0.000,28.600,16.152
2017-05-28,17.400,3.990,4.170,9.200,16.189
2017-05-29,18.000,7.809,12.500,17.300,16.225
2017-05-30,17.700,0.001,4.170,24.200,16.259
2017-05-31,17.900,0.000,0.000,10.800,16.292
2017-06-01,19.200,0.000,0.000,17.000,16.323
2017-06-02,19.000,2.018,4.170,13.800,16.353
2017-06-03,17.700,0.000,0.000,21.600,16.382
2017-06-04,15.200,0.992,4.170,24.700,16.410
2017-06-05,14.900,0.004,4.170,31.900,16.436
2017-06-06,12.900,18.992,12.500,44.200,16.460
2017-06-07,14.900,3.977,4.170,31.500,16.483
2017-06-08,15.700,1.000,8.330,27.400,16.505
2017-06-09,16.400,1.210,8.330,25.500,16.525
2017-06-10,18.300,0.000,0.000,29.700,16.543
2017-06-11,18.900,0.000,0.000,30.000,16.560
2017-06-12,15.900,0.000,0.000,24.000,16.575
2017-06-13,17.600,0.000,0.000,10.200,16.589
2017-06-14,20.200,0.000,0.000,15.400,16.601
2017-06-15,19.200,0.000,0.000,31.200,16.611
2017-06-16,18.100,0.000,0.000,20.700,16.620
2017-06-17,23.100,0.000,0.000,13.600,16.627
2017-06-18,24.700,0.000,0.000,13.600,16.632
2017-06-19,25.300,0.000,0.000,13.800,16.636
2017-06-20,23.700,0.000,0.000,18.200,16.638
2017-06-21,24.700,0.000,0.000,16.200,16.638
2017-06-22,21.600,0.003,4.170,27.100,16.637
2017-06-23,18.900,0.000,0.000,27.900,16.634
2017-06-24,19.200,0.000,0.000,24.900,16.629
2017-06-25,18.300,0.202,4.170,29.800,16.622
2017-06-26,18.600,0.000,0.000,16.600,16.614
2017-06-27,17.300,8.978,8.330,17.500,16.605
2017-06-28,15.300,12.204,8.330,14.500,16.593
2017-06-29,15.200,0.198,4.170,15.600,16.580
2017-06-30,17.900,0.000,0.000,17.000,16.566
2017-07-01,18.100,0.002,4.170,20.000,16.549
2017-07-02,18.900,0.003,4.170,19.700,16.532
2017-07-03,19.100,0.000,0.000,21.600,16.512
2017-07-04,19.600,0.000,0.000,15.100,16.491
2017-07-05,21.900,0.000,0.000,16.600,16.469
2017-07-06,24.200,0.000,0.000,17.900,16.445
2017-07-07,23.500,6.947,4.170,20.700,16.420
2017-07-08,21.800,0.000,0.000,18.100,16.393
2017-07-09,22.100,0.000,0.000,17.300,16.365
2017-07-10,21.300,0.000,0.000,23.700,16.336
2017-07-11,16.600,6.002,8.330,22.600,16.305
2017-07-12,17.300,31.365,12.500,22.000,16.273
2017-07-13,17.900,0.000,0.000,17.900,16.239
2017-07-14,17.800,0.000,0.000,20.500,16.204
2017-07-15,18.100,0.001,4.170,20.000,16.168
2017-07-16,21.400,0.001,4.170,21.900,16.131
2017-07-17,21.000,0.002,4.170,16.700,16.092
2017-07-18,21.300,0.000,0.000,24.900,16.053
2017-07-19,20.200,5.422,8.330,24.600,16.012
2017-07-20,18.200,0.406,8.330,27.100,15.971
2017-07-21,17.900,0.000,0.000,26.600,15.928
2017-07-22,14.900,18.401,16.670,21.500,15.884
2017-07-23,15.100,0.999,12.500,24.100,15.840
2017-07-24,16.100,0.405,12.500,22.300,15.794
2017-07-25,17.900,0.000,0.000,14.900,15.748
2017-07-26,17.800,0.806,4.170,25.600,15.700
2017-07-27,16.600,3.977,8.330,26.400,15.652
2017-07-28,16.800,1.996,8.330,29.300,15.603
2017-07-29,17.500,4.209,8.330,23.200,15.553
2017-07-30,17.500,24.487,12.500,27.000,15.502
2017-07-31,17.600,0.000,0.000,24.100,15.451
2017-08-01,17.600,0.002,4.170,23.400,15.399
2017-08-02,17.100,7.003,8.330,28.300,15.346
2017-08-03,18.600,0.213,8.330,34.100,15.293
2017-08-04,18.200,0.000,0.000,23.900,15.239
2017-08-05,17.300,0.212,12.500,26.700,15.185
2017-08-06,16.400,0.000,0.000,21.900,15.129
2017-08-07,16.700,0.004,4.170,16.900,15.074
2017-08-08,15.800,0.001,4.170,17.600,15.018
2017-08-09,14.200,29.975,12.500,21.000,14.961
2017-08-10,15.800,5.979,4.170,18.600,14.904
2017-08-11,16.000,0.000,0.000,22.800,14.846
2017-08-12,19.000,0.001,4.170,21.900,14.788
2017-08-13,17.800,0.000,0.000,11.000,14.729
2017-08-14,18.100,0.000,0.000,17.300,14.670
2017-08-15,18.500,0.001,4.170,18.300,14.611
2017-08-16,17.100,0.000,0.000,22.000,14.551
2017-08-17,19.400,2.995,12.500,28.300,14.491
2017-08-18,16.200,2.993,8.330,25.100,14.431
2017-08-19,16.300,0.000,0.000,28.100,14.370
2017-08-20,15.400,0.002,4.170,18.200,14.309
2017-08-21,16.600,4.616,8.330,13.800,14.248
2017-08-22,19.400,0.000,0.000,15.300,14.186
2017-08-23,18.900,0.201,4.170,22.600,14.124
2017-08-24,17.400,0.000,0.000,16.200,14.062
2017-08-25,18.100,0.000,0.000,8.400,14.000
2017-08-26,19.700,0.000,0.000,9.800,13.938
2017-08-27,20.700,0.000,0.000,9.500,13.875
2017-08-28,21.600,0.000,0.000,12.400,13.812
2017-08-29,20.600,0.000,0.000,15.000,13.749
2017-08-30,13.600,6.574,12.500,17.000,13.686
2017-08-31,14.800,0.214,12.500,11.800,13.622
2017-09-01,15.800,0.001,4.170,14.400,13.559
2017-09-02,16.200,0.000,0.000,12.600,13.495
2017-09-03,14.800,0.003,4.170,24.500,13.431
2017-09-04,17.600,2.416,12.500,19.600,13.367
2017-09-05,18.000,0.400,8.330,24.800,13.303
2017-09-06,15.400,0.599,4.170,20.700,13.239
2017-09-07,15.800,0.000,0.000,22.300,13.174
2017-09-08,15.700,5.795,16.670,21.800,13.110
2017-09-09,13.700,0.020,8.330,21.200,13.046
2017-09-10,13.200,0.603,16.670,32.000,12.981
2017-09-11,14.300,0.419,12.500,32.800,12.916
2017-09-12,14.000,0.201,4.170,33.100,12.851
2017-09-13,14.700,5.000,8.330,44.300,12.787
2017-09-14,12.100,0.004,8.330,26.700,12.722
2017-09-15,11.400,0.204,8.330,15.400,12.656
2017-09-16,11.800,0.611,8.330,11.200,12.592
2017-09-17,12.600,0.002,4.170,12.100,12.527
2017-09-18,13.500,0.206,12.500,15.700,12.461
2017-09-19,11.400,3.007,8.330,10.200,12.396
2017-09-20,13.600,0.000,0.000,19.900,12.331
2017-09-21,15.500,0.814,4.170,23.700,12.266
2017-09-22,13.100,0.200,8.330,17.900,12.201
2017-09-23,15.800,0.000,0.000,16.900,12.135
2017-09-24,16.800,0.000,0.000,19.500,12.070
2017-09-25,16.600,1.223,12.500,12.900,12.005
2017-09-26,16.800,0.001,4.170,12.100,11.940
2017-09-27,16.600,0.000,0.000,16.900,11.874
2017-09-28,16.800,14.982,8.330,15.600,11.809
2017-09-29,16.400,3.194,8.330,19.600,11.744
2017-09-30,13.900,0.001,4.170,20.500,11.679
2017-10-01,16.300,2.201,8.330,25.000,11.613
2017-10-02,15.400,0.000,0.000,31.500,11.548
2017-10-03,11.900,0.000,0.000,19.600,11.483
2017-10-04,12.400,0.000,0.000,26.000,11.418
2017-10-05,14.500,0.996,4.170,33.300,11.353
2017-10-06,11.000,0.000,0.000,16.200,11.288
2017-10-07,14.000,0.200,8.330,23.700,11.223
2017-10-08,13.100,0.598,4.170,13.300,11.158
2017-10-09,13.500,0.000,0.000,16.800,11.093
2017-10-10,14.100,0.199,4.170,21.000,11.029
2017-10-11,15.300,0.202,16.670,27.700,10.964
2017-10-12,13.400,0.805,8.330,20.400,10.900
2017-10-13,16.100,0.000,0.000,25.100,10.835
2017-10-14,17.200,0.000,0.000,17.900,10.771
2017-10-15,15.400,0.001,4.170,21.700,10.707
2017-10-16,16.900,0.000,0.000,31.400,10.643
2017-10-17,13.100,0.000,0.000,23.800,10.579
2017-10-18,13.700,2.988,8.330,11.100,10.516
2017-10-19,15.600,3.184,8.330,25.600,10.452
2017-10-20,13.400,1.013,12.500,30.600,10.389
2017-10-21,13.900,0.804,8.330,39.000,10.326
2017-10-22,11.600,0.000,0.000,31.400,10.263
2017-10-23,13.600,0.002,4.170,15.700,10.201
2017-10-24,16.500,0.002,8.330,28.200,10.138
2017-10-25,15.300,0.004,8.330,22.500,10.076
2017-10-26,13.100,0.995,8.330,10.000,10.014
2017-10-27,11.900,0.000,0.000,12.300,9.953
2017-10-28,9.700,0.000,0.000,25.700,9.891
2017-10-29,12.200,0.199,4.170,23.900,9.831
2017-10-30,7.500,0.000,0.000,7.100,9.770
2017-10-31,9.600,0.000,0.000,17.200,9.710
2017-11-01,10.700,0.000,0.000,12.400,9.650
2017-11-02,9.100,0.001,4.170,5.700,9.591
2017-11-03,11.200,0.000,0.000,9.700,9.532
2017-11-04,11.100,3.002,12.500,19.900,9.474
2017-11-05,5.100,0.199,4.170,20.200,9.416
2017-11-06,5.400,0.200,4.170,12.500,9.358
2017-11-07,9.300,0.202,4.170,20.400,9.302
2017-11-08,5.600,4.010,8.330,15.400,9.245
2017-11-09,7.800,0.000,0.000,13.300,9.189
2017-11-10,9.100,0.596,4.170,27.200,9.134
2017-11-11,7.500,14.144,12.500,14.900,9.080
2017-11-12,4.600,2.005,8.330,26.000,9.026
2017-11-13,3.100,0.000,0.000,16.800,8.973
2017-11-14,8.100,0.200,8.330,16.400,8.921
2017-11-15,10.500,0.201,8.330,10.500,8.869
2017-11-16,10.900,0.000,0.000,18.500,8.819
2017-11-17,5.500,0.200,4.170,9.700,8.769
2017-11-18,4.800,2.007,8.330,18.000,8.720
2017-11-19,3.600,0.003,8.330,11.900,8.672
2017-11-20,9.800,1.198,8.330,26.400,8.625
2017-11-21,13.000,0.199,4.170,27.200,8.579
2017-11-22,14.400,0.000,0.000,37.800,8.534
2017-11-23,10.600,2.603,12.500,41.600,8.489
2017-11-24,6.000,0.000,0.000,7.800,8.447
2017-11-25,1.000,0.001,4.170,21.800,8.405
2017-11-26,1.300,0.000,0.000,21.800,8.364
2017-11-27,6.200,1.013,12.500,29.800,8.325
2017-11-28,2.200,0.199,4.170,17.800,8.286
2017-11-29,1.100,0.000,0.000,18.900,8.249
2017-11-30,-1.600,0.000,0.000,24.200,8.214
2017-12-01,0.800,0.001,4.170,22.700,8.180
2017-12-02,3.300,0.000,0.000,10.600,8.147
2017-12-03,7.000,0.601,12.500,12.300,8.116
2017-12-04,6.100,0.000,0.000,12.000,8.085
2017-12-05,6.400,0.002,4.170,16.900,8.057
2017-12-06,8.300,0.000,0.000,27.400,8.030
2017-12-07,7.200,1.023,12.500,30.600,8.004
2017-12-08,-1.300,0.000,0.000,28.400,7.981
2017-12-09,-2.000,0.000,0.000,17.800,7.958
2017-12-10,-1.100,16.980,12.500,19.700,7.938
2017-12-11,-2.000,10.591,16.670,24.900,7.919
2017-12-12,-1.500,0.000,0.000,14.200,7.902
2017-12-13,3.100,5.006,16.670,37.200,7.886
2017-12-14,0.100,2.005,8.330,32.400,7.873
2017-12-15,0.700,1.002,4.170,24.100,7.861
2017-12-16,0.200,0.997,8.330,14.700,7.851
2017-12-17,2.400,3.202,8.330,19.500,7.842
2017-12-18,4.600,0.200,8.330,16.600,7.835
2017-12-19,2.900,0.199,4.170,12.700,7.830
2017-12-20,7.900,0.398,4.170,14.000,7.827
2017-12-21,10.900,0.199,8.330,19.000,7.826
2017-12-22,10.100,0.797,4.170,13.800,7.826
2017-12-23,7.700,0.000,0.000,19.900,7.829
2017-12-24,8.100,0.000,0.000,25.800,7.833
2017-12-25,9.200,0.401,8.330,39.700,7.839
2017-12-26,2.700,5.190,8.330,24.800,7.847
2017-12-27,0.000,11.041,12.500,30.500,7.856
2017-12-28,-1.400,0.000,0.000,15.900,7.868
2017-12-29,1.900,8.178,8.330,32.400,7.881
